DATABASE_ID,MOLECULAR_WEIGHT,DRUG_GROUPS,GENERIC_NAME,SMILES,drug,Property,Value,Probability
DB01043,179.3018,approved,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,DB01043,Blood Brain Barrier,+,0.9823
DB01127,381.684,approved,Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DB01127,Blood Brain Barrier,+,0.9823
DB01110,416.129,approved,Miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DB01110,Blood Brain Barrier,+,0.9823
DB04572,189.218,approved,Thiotepa,S=P(N1CC1)(N1CC1)N1CC1,DB04572,Blood Brain Barrier,+,0.9823
DB00185,199.313,approved,Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,DB00185,Blood Brain Barrier,+,0.9823
DB01202,170.212,approved,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,DB01202,Blood Brain Barrier,+,0.9821
DB00474,262.3043,approved,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,DB00474,Blood Brain Barrier,+,0.982
DB00972,381.898,approved,Azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,DB00972,Blood Brain Barrier,+,0.982
DB00378,312.4458,approved,Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,DB00378,Blood Brain Barrier,+,0.982
DB00396,314.4617,approved,Progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00396,Blood Brain Barrier,+,0.982
DB03843,30.026,approved,Formaldehyde,[H]C([H])=O,DB03843,Blood Brain Barrier,+,0.982
DB00913,352.4699,approved,Anileridine,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,DB00913,Blood Brain Barrier,+,0.9819
DB00545,181.2117,approved,Pyridostigmine,CN(C)C(=O)OC1=C[N+](C)=CC=C1,DB00545,Blood Brain Barrier,+,0.9818
DB01243,214.048,approved,Chloroxine,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2,DB01243,Blood Brain Barrier,+,0.9817
DB00498,222.2387,approved,Phenindione,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,DB00498,Blood Brain Barrier,+,0.9816
DB00831,407.496,approved,Trifluoperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,DB00831,Blood Brain Barrier,+,0.9814
DB01007,387.711,approved,Tioconazole,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,DB01007,Blood Brain Barrier,+,0.9814
DB01013,466.97,approved,Clobetasol propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01013,Blood Brain Barrier,+,0.9814
DB01176,266.3807,approved,Cyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DB01176,Blood Brain Barrier,+,0.9813
DB05541,212.2887,approved,Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,DB05541,Blood Brain Barrier,+,0.9812
DB03904,60.0553,approved,Urea,NC(N)=O,DB03904,Blood Brain Barrier,+,0.981
DB01047,494.5249,approved,Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,DB01047,Blood Brain Barrier,+,0.981
DB01037,187.286,approved,Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,DB01037,Blood Brain Barrier,+,0.9809
DB00810,311.4611,approved,Biperiden,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,DB00810,Blood Brain Barrier,+,0.9808
DB05271,315.48,approved,Rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,DB05271,Blood Brain Barrier,+,0.9808
DB00235,211.2194,approved,Milrinone,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,DB00235,Blood Brain Barrier,+,0.9807
DB00949,238.2399,approved,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,DB00949,Blood Brain Barrier,+,0.9805
DB00617,157.1671,approved,Paramethadione,CCC1(C)OC(=O)N(C)C1=O,DB00617,Blood Brain Barrier,+,0.9804
DB00476,297.415,approved,Duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,DB00476,Blood Brain Barrier,+,0.9804
DB00677,184.1457,approved,Isoflurophate,CC(C)OP(F)(=O)OC(C)C,DB00677,Blood Brain Barrier,+,0.9803
DB01595,281.2661,approved,Nitrazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,DB01595,Blood Brain Barrier,+,0.9802
DB00793,361.391,approved,Haloprogin,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,DB00793,Blood Brain Barrier,+,0.9801
DB00408,327.808,approved,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,DB00408,Blood Brain Barrier,+,0.9801
DB05812,349.509,approved,Abiraterone,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,DB05812,Blood Brain Barrier,+,0.98
DB00740,234.198,approved,Riluzole,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,DB00740,Blood Brain Barrier,+,0.9799
DB04812,301.724,approved,Benoxaprofen,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,DB04812,Blood Brain Barrier,+,0.9799
DB00478,179.3018,approved,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,DB00478,Blood Brain Barrier,+,0.9798
DB00896,370.533,approved,Rimexolone,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00896,Blood Brain Barrier,+,0.9796
DB01215,294.738,approved,Estazolam,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,Blood Brain Barrier,+,0.9796
DB01074,277.4879,approved,Perhexiline,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,DB01074,Blood Brain Barrier,+,0.9796
DB00477,318.864,approved,Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,DB00477,Blood Brain Barrier,+,0.9795
DB00259,172.205,approved,Sulfanilamide,NC1=CC=C(C=C1)S(N)(=O)=O,DB00259,Blood Brain Barrier,+,0.9795
DB00404,308.765,approved,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00404,Blood Brain Barrier,+,0.9794
DB01242,314.852,approved,Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,DB01242,Blood Brain Barrier,+,0.9793
DB00709,229.256,approved,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,DB00709,Blood Brain Barrier,+,0.9792
DB00544,130.0772,approved,Fluorouracil,FC1=CNC(=O)NC1=O,DB00544,Blood Brain Barrier,+,0.9791
DB04841,404.4948,approved,Flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,DB04841,Blood Brain Barrier,+,0.9789
DB01019,161.2221,approved,Bethanechol,CC(C[N+](C)(C)C)OC(N)=O,DB01019,Blood Brain Barrier,+,0.9789
DB01589,386.794,approved,Quazepam,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DB01589,Blood Brain Barrier,+,0.9789
DB00596,428.9,approved,Ulobetasol,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB00596,Blood Brain Barrier,+,0.9789
DB00751,249.3104,approved,Epinastine,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,DB00751,Blood Brain Barrier,+,0.9787
DB01087,259.3467,approved,Primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,DB01087,Blood Brain Barrier,+,0.9787
DB01183,327.3743,approved,Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,DB01183,Blood Brain Barrier,+,0.9787
DB00971,143.09,approved,Selenium Sulfide,S=[Se]=S,DB00971,Blood Brain Barrier,+,0.9786
DB08913,293.924,approved,Radium Ra 223 Dichloride,Cl[223Ra]Cl,DB08913,Blood Brain Barrier,+,0.9786
DB05382,253.8089,approved,Iodine,II,DB05382,Blood Brain Barrier,+,0.9786
DB00435,30.0061,approved,Nitric Oxide,[N]=O,DB00435,Blood Brain Barrier,+,0.9785
DB01247,231.2505,approved,Isocarboxazid,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,DB01247,Blood Brain Barrier,+,0.9783
DB08887,330.5042,approved,Icosapent ethyl,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,DB08887,Blood Brain Barrier,+,0.9783
DB00237,212.2456,approved,Butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00237,Blood Brain Barrier,+,0.9782
DB01367,171.2383,approved,Rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12,DB01367,Blood Brain Barrier,+,0.9782
DB01406,337.4553,approved,Danazol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,DB01406,Blood Brain Barrier,+,0.9781
DB00443,392.4611,approved,Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00443,Blood Brain Barrier,+,0.9781
DB06144,440.941,approved,Sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DB06144,Blood Brain Barrier,+,0.9781
DB00433,373.943,approved,Prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,DB00433,Blood Brain Barrier,+,0.9781
DB00918,335.464,approved,Almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,DB00918,Blood Brain Barrier,+,0.9781
DB01234,392.4611,approved,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01234,Blood Brain Barrier,+,0.9781
DB01093,78.133,approved,Dimethyl sulfoxide,CS(C)=O,DB01093,Blood Brain Barrier,+,0.978
DB00382,198.2637,approved,Tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,DB00382,Blood Brain Barrier,+,0.978
DB00875,434.52,approved,Flupentixol,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,DB00875,Blood Brain Barrier,+,0.9778
DB00990,296.4034,approved,Exemestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,DB00990,Blood Brain Barrier,+,0.9778
DB00809,284.3529,approved,Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,DB00809,Blood Brain Barrier,+,0.9777
DB06201,238.1935,approved,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,DB06201,Blood Brain Barrier,+,0.9777
DB01216,372.5441,approved,Finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,DB01216,Blood Brain Barrier,+,0.9777
DB01138,404.482,approved,Sulfinpyrazone,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,DB01138,Blood Brain Barrier,+,0.9776
DB00176,318.34,approved,Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,DB00176,Blood Brain Barrier,+,0.9775
DB04825,329.4779,approved,Prenylamine,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,DB04825,Blood Brain Barrier,+,0.9774
DB06710,302.451,approved,Methyltestosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB06710,Blood Brain Barrier,+,0.9774
DB00216,382.519,approved,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,DB00216,Blood Brain Barrier,+,0.9774
DB01612,117.1463,approved,Amyl Nitrite,CCCCCON=O,DB01612,Blood Brain Barrier,+,0.9773
DB04815,305.5,approved,Clioquinol,OC1=C(I)C=C(Cl)C2=C1N=CC=C2,DB04815,Blood Brain Barrier,+,0.9772
DB00333,309.4452,approved,Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,DB00333,Blood Brain Barrier,+,0.9772
DB00657,167.2911,approved,Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,DB00657,Blood Brain Barrier,+,0.9771
DB00532,218.2518,approved,Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,DB00532,Blood Brain Barrier,+,0.9771
DB00568,368.5139,approved,Cinnarizine,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DB00568,Blood Brain Barrier,+,0.977
DB00915,151.2487,approved,Amantadine,NC12CC3CC(CC(C3)C1)C2,DB00915,Blood Brain Barrier,+,0.9769
DB00804,309.4867,approved,Dicyclomine,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,DB00804,Blood Brain Barrier,+,0.9769
DB00652,285.4238,approved,Pentazocine,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,DB00652,Blood Brain Barrier,+,0.9769
DB00163,430.7061,approved,Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,DB00163,Blood Brain Barrier,+,0.9767
DB00885,228.2101,approved,Pemirolast,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,DB00885,Blood Brain Barrier,+,0.9766
DB04657,235.302,approved,Carboxin,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,DB04657,Blood Brain Barrier,+,0.9764
DB00659,181.21,approved,Acamprosate,CC(=O)NCCCS(O)(=O)=O,DB00659,Blood Brain Barrier,+,0.9764
DB08809,128.942,approved,Dichloroacetic acid,OC(=O)C(Cl)Cl,DB08809,Blood Brain Barrier,+,0.9763
DB00418,238.2829,approved,Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,DB00418,Blood Brain Barrier,+,0.9762
DB00943,211.2178,approved,Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,DB00943,Blood Brain Barrier,+,0.9761
DB00252,252.268,approved,Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,DB00252,Blood Brain Barrier,+,0.976
DB00317,446.902,approved,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,DB00317,Blood Brain Barrier,+,0.9759
DB00246,412.936,approved,Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,Blood Brain Barrier,+,0.9759
DB01085,208.2569,approved,Pilocarpine,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,DB01085,Blood Brain Barrier,+,0.9758
DB00475,299.755,approved,Chlordiazepoxide,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,DB00475,Blood Brain Barrier,+,0.9758
DB00579,284.74,approved,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,DB00579,Blood Brain Barrier,+,0.9757
DB00238,266.2979,approved,Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,DB00238,Blood Brain Barrier,+,0.9756
DB00909,212.226,approved,Zonisamide,NS(=O)(=O)CC1=NOC2=CC=CC=C12,DB00909,Blood Brain Barrier,+,0.9755
DB00455,382.883,approved,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,DB00455,Blood Brain Barrier,+,0.9754
DB00962,305.3339,approved,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,DB00962,Blood Brain Barrier,+,0.9751
DB00761,74.551,approved,Potassium chloride,[Cl-].[K+],DB00761,Blood Brain Barrier,+,0.975
DB01164,110.984,approved,Calcium chloride,[Cl-].[Cl-].[Ca++],DB01164,Blood Brain Barrier,+,0.975
DB01156,239.741,approved,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01156,Blood Brain Barrier,+,0.975
DB00623,437.522,approved,Fluphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,DB00623,Blood Brain Barrier,+,0.975
DB04540,386.6535,approved,Cholesterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,DB04540,Blood Brain Barrier,+,0.9749
DB00961,246.348,approved,Mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00961,Blood Brain Barrier,+,0.9749
DB00166,206.326,approved,Lipoic acid,OC(=O)CCCC[C@@H]1CCSS1,DB00166,Blood Brain Barrier,+,0.9749
DB00184,162.2316,approved,Nicotine,CN1CCC[C@H]1C1=CN=CC=C1,DB00184,Blood Brain Barrier,+,0.9748
DB00660,221.2524,approved,Metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,DB00660,Blood Brain Barrier,+,0.9747
DB00231,300.74,approved,Temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,DB00231,Blood Brain Barrier,+,0.9745
DB06766,307.3895,approved,Alcaftadine,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,DB06766,Blood Brain Barrier,+,0.9745
DB06718,328.4916,approved,Stanozolol,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,DB06718,Blood Brain Barrier,+,0.9745
DB00339,123.1127,approved,Pyrazinamide,NC(=O)C1=NC=CN=C1,DB00339,Blood Brain Barrier,+,0.9745
DB01149,470.007,approved,Nefazodone,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,DB01149,Blood Brain Barrier,+,0.9744
DB00879,247.247,approved,Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,DB00879,Blood Brain Barrier,+,0.9742
DB00821,273.714,approved,Carprofen,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,DB00821,Blood Brain Barrier,+,0.9742
DB03166,60.052,approved,Acetic acid,CC(O)=O,DB03166,Blood Brain Barrier,+,0.9742
DB01420,344.4877,approved,Testosterone propionate,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB01420,Blood Brain Barrier,+,0.974
DB00846,436.5136,approved,Flurandrenolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,DB00846,Blood Brain Barrier,+,0.9739
DB06203,339.3916,approved,Alogliptin,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,DB06203,Blood Brain Barrier,+,0.9738
DB01006,285.3027,approved,Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,DB01006,Blood Brain Barrier,+,0.9737
DB00670,351.4023,approved,Pirenzepine,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,DB00670,Blood Brain Barrier,+,0.9737
DB00838,410.907,approved,Clocortolone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB00838,Blood Brain Barrier,+,0.9737
DB01181,261.086,approved,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl,DB01181,Blood Brain Barrier,+,0.9736
DB01174,232.2353,approved,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,DB01174,Blood Brain Barrier,+,0.9736
DB00888,156.054,approved,Mechlorethamine,CN(CCCl)CCCl,DB00888,Blood Brain Barrier,+,0.9735
DB00387,287.4397,approved,Procyclidine,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,DB00387,Blood Brain Barrier,+,0.9734
DB01370,26.9815,approved,Aluminium,[Al],DB01370,Blood Brain Barrier,+,0.9733
DB01592,55.845,approved,Iron,[Fe],DB01592,Blood Brain Barrier,+,0.9733
DB01593,65.409,approved,Zinc,[Zn],DB01593,Blood Brain Barrier,+,0.9733
DB00687,380.4504,approved,Fludrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00687,Blood Brain Barrier,+,0.9731
DB00763,114.169,approved,Methimazole,CN1C=CNC1=S,DB00763,Blood Brain Barrier,+,0.9731
DB00624,288.4244,approved,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,DB00624,Blood Brain Barrier,+,0.973
DB01544,313.2832,approved,Flunitrazepam,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,DB01544,Blood Brain Barrier,+,0.973
DB00215,324.3919,approved,Citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,DB00215,Blood Brain Barrier,+,0.9729
DB01175,324.3919,approved,Escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,DB01175,Blood Brain Barrier,+,0.9729
DB08824,427.291,approved,Ioflupane I-123,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF,DB08824,Blood Brain Barrier,+,0.9729
DB00411,147.1955,approved,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O,DB00411,Blood Brain Barrier,+,0.9727
DB00389,186.232,approved,Carbimazole,CCOC(=O)N1C=CN(C)C1=S,DB00389,Blood Brain Barrier,+,0.9725
DB00683,325.767,approved,Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,DB00683,Blood Brain Barrier,+,0.9724
DB00658,149.619,approved,Sevelamer,NCC=C.ClCC1CO1,DB00658,Blood Brain Barrier,+,0.9723
DB00830,177.2429,approved,Phenmetrazine,CC1NCCOC1C1=CC=CC=C1,DB00830,Blood Brain Barrier,+,0.9723
DB00941,502.745,approved,Hexafluronium,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,DB00941,Blood Brain Barrier,+,0.9722
DB08865,450.337,approved,Crizotinib,[H][C@](C)(OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,DB08865,Blood Brain Barrier,+,0.9721
DB00764,427.361,approved,Mometasone,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@]([H])(O)C[C@]2(C)[C@@]1(O)C(=O)CCl,DB00764,Blood Brain Barrier,+,0.9721
DB00897,343.21,approved,Triazolam,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,DB00897,Blood Brain Barrier,+,0.9719
DB01068,315.711,approved,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01068,Blood Brain Barrier,+,0.9718
DB00324,376.4617,approved,Fluorometholone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,DB00324,Blood Brain Barrier,+,0.9716
DB00639,411.776,approved,Butoconazole,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,DB00639,Blood Brain Barrier,+,0.9716
DB01283,293.721,approved,Lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,DB01283,Blood Brain Barrier,+,0.9715
DB00482,381.372,approved,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,DB00482,Blood Brain Barrier,+,0.9713
DB00312,226.2722,approved,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,DB00312,Blood Brain Barrier,+,0.9713
DB01233,299.796,approved,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,DB01233,Blood Brain Barrier,+,0.9713
DB00735,287.3981,approved,Naftifine,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,DB00735,Blood Brain Barrier,+,0.9713
DB04842,475.5727,approved,Fluspirilene,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,DB04842,Blood Brain Barrier,+,0.9713
DB01104,306.23,approved,Sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,DB01104,Blood Brain Barrier,+,0.9713
DB01353,212.2456,approved,Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O,DB01353,Blood Brain Barrier,+,0.9712
DB00223,410.4515,approved,Diflorasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB00223,Blood Brain Barrier,+,0.971
